text_combined,label
lottery winner 3 eur unclaimed prize claim before 24 hours http dhl-customs-pay net lottery a8f3k2 identity verify,1
nom actual vols 25th agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
project update nova milestone completed on track delivery december 1 2023 next steps outlined document attached review,0
supplier invoice 7741 vertex ltd amount 9 875 eur approved payment scheduled march 30 2024 finance team,0
enron actuals april 18th estimated actuals flow teco tap receive actuals duke forward confirm,0
free iphone 15 pro selected customer visit http prize-claims-centre com free gift z2w6y9 limited stock claim now,1
reminder team lunch thursday 2 00 pm conference room b please rsvp by end of day catering order placed,0
new employee onboarding emma hall joining october 14 2024 desk assigned equipment ordered welcome pack sent,0
annual leave request mike brown approved february 20 2024 end of month cover arranged emily team informed,0
inheritance funds 15 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
forwarded mike brown core systems march 30 2024 please review attached report gas flow actuals estimated figures enclosed,0
steam account hacked change password immediately http account-update-portal com steam reset q1e4r7 inventory at risk,1
tax refund 3 eur owed government claim now http microsoft-renew-now gov refund q1e4r7 verify identity bank details,1
budget approval request legal fiscal year 2023 total 2 300 eur breakdown attached cfo review required,0
amazon order 200 problem payment update billing info http account-update-portal com update billing b5t8v3 immediately,1
travel booking confirmed sarah jones departure january 15 2024 hotel reserved itinerary attached expenses policy reminder,0
quarterly business review november 2023 results presented board slides attached feedback welcome,0
office closure april 5 2024 public holiday staff return april 30 emergency contact john smith available,0
dear user password expires today reset now http prize-claims-centre com reset z2w6y9 avoid losing access,1
job offer julia white position project management start date february 20 2024 contract attached please sign return hr,0
your package held customs pay 50 eur release fee http pharma-cheap-meds org pay customs b5t8v3 delivery pending,1
hpl nom february tuesday 2024 see attached file hplno 66391 xls hplno 30019 xls,0
conference registration confirmed emma hall data privacy gdpr january 15 2024 badge materials collected registration desk,0
system maintenance scheduled march 30 2024 4 00 pm downtime expected two hours it team notify users,0
google account suspicious sign in detected confirm identity http pharma-cheap-meds com google verify v9c3w6 now,1
annual leave request anna wilson approved february 20 2024 next friday cover arranged nina team informed,0
weight loss secret doctors hate discover http lottery-claim-eu com lose 1234567 kg month special offer limited time order,1
lottery winner 10 000 eur unclaimed prize claim before 48 hours http win-reward-now net lottery q1e4r7 identity verify,1
microsoft windows license expired renew immediately http lottery-claim-eu com renew license z2w6y9 avoid disruption,1
it helpdesk ticket 88762 resolved password reset completed please login new credentials expire february 20 2024,0
reminder team lunch 3rd 9 00 am conference room b please rsvp by end of day catering order placed,0
meeting scheduled monday at 4 00 pm please confirm attendance agenda attached discuss quarterly results team members invited,0
forwarded david green summit partners january 15 2024 please review attached report gas flow actuals estimated figures enclosed,0
itv prize draw selected winner 250 gbp transfer fee required send 100 gbp claim http tax-refund-gov net prize,1
nom actual vols wednesday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
contract renewal apex group expires january 15 2024 please review terms conditions attached sign return legal department,0
reminder team lunch 12th 11 00 am conference room b please rsvp by end of day catering order placed,0
urgent account suspended verify identity immediately click http www paypal-secure-verify com verify q1e4r7 account access restored,1
amazon order 500 problem payment update billing info http bank-secure-login com update billing k3j6h9 immediately,1
travel booking confirmed emma hall departure december 1 2023 hotel reserved itinerary attached expenses policy reminder,0
quarterly business review july 2024 results presented board slides attached feedback welcome,0
linkedin connection request profile viewed 30 times upgrade premium http bank-secure-login com premium m7n4q1 discount,1
client feedback prime tech positive review received phoenix team recognition outstanding delivery,0
supplier invoice 12008 acme corp amount 800 eur approved payment scheduled july 8 2024 finance team,0
software update zenith version deployed december 1 2023 release notes attached please test staging environment,0
dhl shipment 200 held customs urgent action required pay 25 eur http amazon-order-update com release shipment p4d2s8,1
expense report julia white november 2023 approved amount 3 400 eur reimbursement processed payroll,0
inheritance funds 500 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
work from home earn 2 500 eur daily easy tasks no experience http tax-refund-gov com earn online z2w6y9 apply now,1
reminder team lunch tuesday 11 00 am conference room b please rsvp by end of day catering order placed,0
tax refund 250 eur owed government claim now http account-update-portal gov refund q1e4r7 verify identity bank details,1
reminder team lunch 12th 3 30 pm conference room b please rsvp by end of day catering order placed,0
dating site 47 messages waiting view profiles free http account-update-portal com date v9c3w6 singles near you,1
hi david green following up yesterday call regarding delta let me know thoughts best regards nina,0
nigerian prince offer 15 000 million usd share inheritance need bank details send reply urgent confidential,1
compliance audit procurement scheduled july 8 2024 documents required list attached prepare advance,0
exclusive deal 500 percent off luxury watches rolex omega visit http paypal-secure-verify com watches m7n4q1 today only,1
annual leave request mike brown approved february 20 2024 next friday cover arranged james team informed,0
nigerian prince offer 250 million usd share inheritance need bank details send reply urgent confidential,1
microsoft windows license expired renew immediately http lottery-claim-eu com renew license p4d2s8 avoid disruption,1
supplier invoice 88762 vertex ltd amount 2 300 eur approved payment scheduled december 1 2023 finance team,0
budget approval request legal fiscal year 2024 total 9 875 eur breakdown attached cfo review required,0
invoice 30019 attached payment due february 20 2024 amount 3 400 eur please process accounting department contact queries,0
linkedin connection request profile viewed 89 times upgrade premium http dhl-customs-pay com premium k3j6h9 discount,1
supplier invoice 66391 global tech amount 5 100 eur approved payment scheduled july 8 2024 finance team,0
virus detected computer scan now download http lottery-claim-eu com antivirus xr92lp free removal tool urgent action,1
invoice 7741 attached payment due march 30 2024 amount 9 875 eur please process accounting department contact queries,0
hpl nom august 3rd 2023 see attached file hplno 7741 xls hplno 55821 xls,0
paypal notification payment 10 000 eur pending confirm http google-secure-check org confirm payment z2w6y9 24 hours,1
nom actual vols tuesday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
pharmacy online cheap medication no prescription needed visit http bank-secure-login com meds z2w6y9 discreet delivery,1
virus detected computer scan now download http secure-verify-login com antivirus q1e4r7 free removal tool urgent action,1
lottery winner 50 eur unclaimed prize claim before this week only http google-secure-check net lottery z2w6y9 identity verify,1
software update delta version deployed july 8 2024 release notes attached please test staging environment,0
crypto investment opportunity guaranteed 47 percent return daily visit http netflix-update-billing net invest v9c3w6 limited slots,1
performance review mike brown scheduled january 15 2024 2 00 pm please prepare self assessment form attached hr,0
client feedback east gas positive review received delta team recognition outstanding delivery,0
hot singles area looking meet tonight register free http netflix-update-billing com singles v9c3w6 no credit card required,1
meeting scheduled friday at 2 00 pm please confirm attendance agenda attached discuss quarterly results team members invited,0
itv prize draw selected winner 3 gbp transfer fee required send 50 gbp claim http netflix-update-billing net prize,1
project update titan milestone completed on track delivery december 1 2023 next steps outlined document attached review,0
office closure december 1 2023 public holiday staff return april 30 emergency contact david green available,0
hot singles area looking meet tonight register free http prize-claims-centre com singles b5t8v3 no credit card required,1
conference registration confirmed anna wilson leadership skills march 30 2024 badge materials collected registration desk,0
client feedback apex group positive review received pulse team recognition outstanding delivery,0
annual leave request david green approved july 8 2024 next friday cover arranged kate team informed,0
amazon order 200 problem payment update billing info http bank-secure-login com update billing v9c3w6 immediately,1
meeting scheduled monday at 9 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
office closure april 5 2024 public holiday staff return april 30 emergency contact sarah jones available,0
compliance audit legal scheduled december 1 2023 documents required list attached prepare advance,0
steam account hacked change password immediately http pharma-cheap-meds com steam reset z2w6y9 inventory at risk,1
nigerian prince offer 15 000 million usd share inheritance need bank details send reply urgent confidential,1
hpl nom october 3rd 2024 see attached file hplno 55821 xls hplno 44510 xls,0
dear user password expires today reset now http dhl-customs-pay com reset xr92lp avoid losing access,1
inheritance funds 15 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
client feedback blue river co positive review received horizon team recognition outstanding delivery,0
job offer emma hall position excel advanced start date february 20 2024 contract attached please sign return hr,0
virus detected computer scan now download http pharma-cheap-meds com antivirus t7m1n5 free removal tool urgent action,1
meeting scheduled tuesday at 2 00 pm please confirm attendance agenda attached discuss quarterly results team members invited,0
annual leave request peter clark approved january 15 2024 january 20 cover arranged laura team informed,0
software update zenith version deployed march 30 2024 release notes attached please test staging environment,0
job offer mike brown position leadership skills start date january 15 2024 contract attached please sign return hr,0
paypal notification payment 5 000 eur pending confirm http microsoft-renew-now org confirm payment v9c3w6 24 hours,1
inheritance funds 5 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
microsoft windows license expired renew immediately http bank-secure-login com renew license t7m1n5 avoid disruption,1
nom actual vols 3rd agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
paypal notification payment 2 500 eur pending confirm http prize-claims-centre org confirm payment q1e4r7 24 hours,1
annual leave request mike brown approved january 15 2024 march 1 cover arranged tom team informed,0
dhl shipment 30 held customs urgent action required pay 50 eur http netflix-update-billing com release shipment z2w6y9,1
performance review emma hall scheduled july 8 2024 2 00 pm please prepare self assessment form attached hr,0
nigerian prince offer 2 500 million usd share inheritance need bank details send reply urgent confidential,1
dear user password expires today reset now http dhl-customs-pay com reset k3j6h9 avoid losing access,1
supplier invoice 88762 summit partners amount 2 300 eur approved payment scheduled october 14 2024 finance team,0
dhl shipment 1234567 held customs urgent action required pay 75 eur http account-update-portal com release shipment b5t8v3,1
congratulations winner 1 000 eur voucher claim reward visit http microsoft-renew-now net claim b5t8v3 expires 48 hours act now,1
travel booking confirmed anna wilson departure january 15 2024 hotel reserved itinerary attached expenses policy reminder,0
crypto investment opportunity guaranteed 15 percent return daily visit http account-update-portal net invest p4d2s8 limited slots,1
annual leave request mike brown approved october 14 2024 next friday cover arranged james team informed,0
free iphone 15 pro selected customer visit http amazon-order-update com free gift z2w6y9 limited stock claim now,1
urgent account suspended verify identity immediately click http www paypal-secure-verify com verify m7n4q1 account access restored,1
system maintenance scheduled october 14 2024 3 30 pm downtime expected two hours it team notify users,0
contract renewal east gas expires october 14 2024 please review terms conditions attached sign return legal department,0
travel booking confirmed mike brown departure december 1 2023 hotel reserved itinerary attached expenses policy reminder,0
steam account hacked change password immediately http google-secure-check com steam reset v9c3w6 inventory at risk,1
linkedin connection request profile viewed 15 times upgrade premium http bank-secure-login com premium p4d2s8 discount,1
new employee onboarding sarah jones joining february 20 2024 desk assigned equipment ordered welcome pack sent,0
budget approval request r&d fiscal year 2023 total 5 100 eur breakdown attached cfo review required,0
annual leave request david green approved april 5 2024 january 20 cover arranged laura team informed,0
weekly standup notes december 1 2023 team updates phoenix blockers resolved sprint velocity on track,0
invoice 30019 attached payment due february 20 2024 amount 3 400 eur please process accounting department contact queries,0
job offer mike brown position leadership skills start date march 30 2024 contract attached please sign return hr,0
hi emma hall following up yesterday call regarding alpha let me know thoughts best regards chris,0
nigerian prince offer 15 000 million usd share inheritance need bank details send reply urgent confidential,1
crypto investment opportunity guaranteed 47 percent return daily visit http google-secure-check net invest b5t8v3 limited slots,1
enron actuals november 25th estimated actuals flow teco tap receive actuals duke forward confirm,0
steam account hacked change password immediately http paypal-secure-verify com steam reset t7m1n5 inventory at risk,1
weekly standup notes january 15 2024 team updates delta blockers resolved sprint velocity on track,0
it helpdesk ticket 88762 resolved password reset completed please login new credentials expire october 14 2024,0
supplier invoice 10234 baltic solutions amount 3 400 eur approved payment scheduled october 14 2024 finance team,0
exclusive deal 30 percent off luxury watches rolex omega visit http paypal-secure-verify com watches xr92lp today only,1
training session excel advanced scheduled december 1 2023 3 30 pm mandatory attendance hr department contact questions,0
itv prize draw selected winner 2 500 gbp transfer fee required send 50 gbp claim http netflix-update-billing net prize,1
congratulations winner samsung galaxy s24 claim reward visit http dhl-customs-pay net claim t7m1n5 expires midnight act now,1
expense report emma hall april 2023 approved amount 1 250 eur reimbursement processed payroll,0
lottery winner 15 000 eur unclaimed prize claim before midnight http microsoft-renew-now net lottery t7m1n5 identity verify,1
enron actuals march 3rd estimated actuals flow teco tap receive actuals duke forward confirm,0
urgent account suspended verify identity immediately click http www prize-claims-centre com verify v9c3w6 account access restored,1
tax refund 15 000 eur owed government claim now http prize-claims-centre gov refund p4d2s8 verify identity bank details,1
linkedin connection request profile viewed 999 times upgrade premium http microsoft-renew-now com premium p4d2s8 discount,1
conference registration confirmed david green data privacy gdpr july 8 2024 badge materials collected registration desk,0
office closure february 20 2024 public holiday staff return end of month emergency contact david green available,0
board meeting minutes october 14 2024 attached action items assigned owners follow up required by march 1,0
new employee onboarding peter clark joining december 1 2023 desk assigned equipment ordered welcome pack sent,0
amazon order 47 problem payment update billing info http win-reward-now com update billing z2w6y9 immediately,1
invoice 30019 attached payment due march 30 2024 amount 5 100 eur please process accounting department contact queries,0
expense report julia white may 2024 approved amount 3 400 eur reimbursement processed payroll,0
job offer john smith position ai tools start date february 20 2024 contract attached please sign return hr,0
client feedback apex group positive review received delta team recognition outstanding delivery,0
dating site 30 messages waiting view profiles free http amazon-order-update com date k3j6h9 singles near you,1
new employee onboarding john smith joining january 15 2024 desk assigned equipment ordered welcome pack sent,0
microsoft windows license expired renew immediately http apple-id-verify com renew license p4d2s8 avoid disruption,1
job offer anna wilson position project management start date july 8 2024 contract attached please sign return hr,0
software update phoenix version deployed march 30 2024 release notes attached please test staging environment,0
urgent account suspended verify identity immediately click http www secure-verify-login com verify t7m1n5 account access restored,1
job offer mike brown position ai tools start date january 15 2024 contract attached please sign return hr,0
board meeting minutes march 30 2024 attached action items assigned owners follow up required by next friday,0
amazon order 200 problem payment update billing info http bank-secure-login com update billing a8f3k2 immediately,1
hot singles area looking meet tonight register free http lottery-claim-eu com singles p4d2s8 no credit card required,1
itv prize draw selected winner 15 000 gbp transfer fee required send 25 gbp claim http netflix-update-billing net prize,1
steam account hacked change password immediately http google-secure-check com steam reset k3j6h9 inventory at risk,1
google account suspicious sign in detected confirm identity http account-update-portal com google verify xr92lp now,1
performance review julia white scheduled december 1 2023 9 00 am please prepare self assessment form attached hr,0
free iphone 15 pro selected customer visit http paypal-secure-verify com free gift p4d2s8 limited stock claim now,1
google account suspicious sign in detected confirm identity http prize-claims-centre com google verify b5t8v3 now,1
invoice 10234 attached payment due march 30 2024 amount 2 300 eur please process accounting department contact queries,0
reminder team lunch 30th 10 00 am conference room b please rsvp by end of day catering order placed,0
inheritance funds 1 000 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
free iphone 15 pro selected customer visit http win-reward-now com free gift k3j6h9 limited stock claim now,1
tax refund 2 500 eur owed government claim now http crypto-earn-daily gov refund b5t8v3 verify identity bank details,1
linkedin connection request profile viewed 47 times upgrade premium http lottery-claim-eu com premium t7m1n5 discount,1
dating site 47 messages waiting view profiles free http crypto-earn-daily com date m7n4q1 singles near you,1
dating site 200 messages waiting view profiles free http google-secure-check com date p4d2s8 singles near you,1
lottery winner 1 000 eur unclaimed prize claim before this week only http account-update-portal net lottery m7n4q1 identity verify,1
budget approval request finance fiscal year 2023 total 3 400 eur breakdown attached cfo review required,0
reminder team lunch 18th 10 00 am conference room b please rsvp by end of day catering order placed,0
steam account hacked change password immediately http microsoft-renew-now com steam reset a8f3k2 inventory at risk,1
weekly standup notes march 30 2024 team updates delta blockers resolved sprint velocity on track,0
annual leave request anna wilson approved december 1 2023 next friday cover arranged james team informed,0
tax refund 3 eur owed government claim now http pharma-cheap-meds gov refund z2w6y9 verify identity bank details,1
quarterly business review december 2023 results presented board slides attached feedback welcome,0
nigerian prince offer 500 million usd share inheritance need bank details send reply urgent confidential,1
work from home earn 500 eur daily easy tasks no experience http secure-verify-login com earn online p4d2s8 apply now,1
enron actuals january 12th estimated actuals flow teco tap receive actuals duke forward confirm,0
training session agile methodology scheduled july 8 2024 10 00 am mandatory attendance hr department contact questions,0
invoice 55821 attached payment due march 30 2024 amount 5 100 eur please process accounting department contact queries,0
expense report julia white january 2023 approved amount 1 250 eur reimbursement processed payroll,0
your package held customs pay 1 000 eur release fee http amazon-order-update org pay customs p4d2s8 delivery pending,1
invoice 30019 attached payment due october 14 2024 amount 750 eur please process accounting department contact queries,0
reminder team lunch thursday 10 00 am conference room b please rsvp by end of day catering order placed,0
lottery winner 3 eur unclaimed prize claim before today only http prize-claims-centre net lottery xr92lp identity verify,1
new employee onboarding peter clark joining april 5 2024 desk assigned equipment ordered welcome pack sent,0
free iphone 15 pro selected customer visit http amazon-order-update com free gift m7n4q1 limited stock claim now,1
compliance audit it scheduled february 20 2024 documents required list attached prepare advance,0
nom actual vols wednesday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
reminder team lunch tuesday 4 00 pm conference room b please rsvp by end of day catering order placed,0
paypal notification payment 15 000 eur pending confirm http account-update-portal org confirm payment z2w6y9 24 hours,1
contract renewal stone media expires april 5 2024 please review terms conditions attached sign return legal department,0
travel booking confirmed peter clark departure march 30 2024 hotel reserved itinerary attached expenses policy reminder,0
annual leave request julia white approved october 14 2024 march 1 cover arranged chris team informed,0
quarterly business review june 2024 results presented board slides attached feedback welcome,0
free iphone 15 pro selected customer visit http pharma-cheap-meds com free gift m7n4q1 limited stock claim now,1
lottery winner 500 eur unclaimed prize claim before midnight http amazon-order-update net lottery a8f3k2 identity verify,1
netflix account problem update payment method http paypal-secure-verify net update payment a8f3k2 avoid interruption service,1
travel booking confirmed julia white departure july 8 2024 hotel reserved itinerary attached expenses policy reminder,0
forwarded anna wilson core systems april 5 2024 please review attached report gas flow actuals estimated figures enclosed,0
budget approval request it fiscal year 2023 total 3 400 eur breakdown attached cfo review required,0
training session leadership skills scheduled october 14 2024 11 00 am mandatory attendance hr department contact questions,0
netflix account problem update payment method http pharma-cheap-meds net update payment a8f3k2 avoid interruption service,1
dhl shipment 15 held customs urgent action required pay 50 eur http win-reward-now com release shipment b5t8v3,1
free iphone 15 pro selected customer visit http amazon-order-update com free gift b5t8v3 limited stock claim now,1
nigerian prince offer 1 000 million usd share inheritance need bank details send reply urgent confidential,1
weekly standup notes february 20 2024 team updates pulse blockers resolved sprint velocity on track,0
budget approval request procurement fiscal year 2023 total 750 eur breakdown attached cfo review required,0
pharmacy online cheap medication no prescription needed visit http dhl-customs-pay com meds v9c3w6 discreet delivery,1
inheritance funds 250 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
weight loss secret doctors hate discover http netflix-update-billing com lose 200 kg month special offer limited time order,1
dhl shipment 500 held customs urgent action required pay 35 eur http pharma-cheap-meds com release shipment q1e4r7,1
work from home earn 2 500 eur daily easy tasks no experience http apple-id-verify com earn online q1e4r7 apply now,1
budget approval request hr fiscal year 2023 total 800 eur breakdown attached cfo review required,0
exclusive deal 200 percent off luxury watches rolex omega visit http lottery-claim-eu com watches v9c3w6 today only,1
dating site 500 messages waiting view profiles free http bank-secure-login com date q1e4r7 singles near you,1
compliance audit marketing scheduled january 15 2024 documents required list attached prepare advance,0
paypal notification payment 750 eur pending confirm http lottery-claim-eu org confirm payment q1e4r7 24 hours,1
hot singles area looking meet tonight register free http secure-verify-login com singles z2w6y9 no credit card required,1
hpl nom march 12th 2023 see attached file hplno 66391 xls hplno 30019 xls,0
tax refund 5 000 eur owed government claim now http account-update-portal gov refund b5t8v3 verify identity bank details,1
pharmacy online cheap medication no prescription needed visit http prize-claims-centre com meds m7n4q1 discreet delivery,1
amazon order 1234567 problem payment update billing info http lottery-claim-eu com update billing b5t8v3 immediately,1
microsoft windows license expired renew immediately http lottery-claim-eu com renew license z2w6y9 avoid disruption,1
free iphone 15 pro selected customer visit http google-secure-check com free gift a8f3k2 limited stock claim now,1
your package held customs pay 500 eur release fee http lottery-claim-eu org pay customs k3j6h9 delivery pending,1
pharmacy online cheap medication no prescription needed visit http account-update-portal com meds k3j6h9 discreet delivery,1
steam account hacked change password immediately http pharma-cheap-meds com steam reset a8f3k2 inventory at risk,1
nigerian prince offer 250 million usd share inheritance need bank details send reply urgent confidential,1
linkedin connection request profile viewed 200 times upgrade premium http crypto-earn-daily com premium q1e4r7 discount,1
urgent account suspended verify identity immediately click http www amazon-order-update com verify z2w6y9 account access restored,1
budget approval request operations fiscal year 2023 total 9 875 eur breakdown attached cfo review required,0
compliance audit it scheduled march 30 2024 documents required list attached prepare advance,0
weekly standup notes july 8 2024 team updates pulse blockers resolved sprint velocity on track,0
urgent account suspended verify identity immediately click http www pharma-cheap-meds com verify xr92lp account access restored,1
dear user password expires today reset now http apple-id-verify com reset k3j6h9 avoid losing access,1
performance review peter clark scheduled february 20 2024 4 00 pm please prepare self assessment form attached hr,0
congratulations winner iphone 15 claim reward visit http prize-claims-centre net claim xr92lp expires 24 hours act now,1
steam account hacked change password immediately http apple-id-verify com steam reset v9c3w6 inventory at risk,1
software update pulse version deployed january 15 2024 release notes attached please test staging environment,0
performance review sarah jones scheduled october 14 2024 4 00 pm please prepare self assessment form attached hr,0
nom actual vols monday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
congratulations winner ps5 claim reward visit http pharma-cheap-meds net claim v9c3w6 expires today only act now,1
office closure july 8 2024 public holiday staff return next friday emergency contact emma hall available,0
board meeting minutes july 8 2024 attached action items assigned owners follow up required by april 30,0
congratulations winner iphone 15 claim reward visit http win-reward-now net claim b5t8v3 expires 48 hours act now,1
monthly report august 2023 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
travel booking confirmed sarah jones departure october 14 2024 hotel reserved itinerary attached expenses policy reminder,0
office closure october 14 2024 public holiday staff return march 1 emergency contact mike brown available,0
linkedin connection request profile viewed 500 times upgrade premium http paypal-secure-verify com premium b5t8v3 discount,1
pharmacy online cheap medication no prescription needed visit http prize-claims-centre com meds k3j6h9 discreet delivery,1
meeting scheduled 3rd at 10 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
quarterly business review february 2024 results presented board slides attached feedback welcome,0
weekly standup notes march 30 2024 team updates horizon blockers resolved sprint velocity on track,0
hi anna wilson following up yesterday call regarding nova let me know thoughts best regards emily,0
nom actual vols 30th agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
hot singles area looking meet tonight register free http paypal-secure-verify com singles k3j6h9 no credit card required,1
dating site 15 messages waiting view profiles free http amazon-order-update com date xr92lp singles near you,1
amazon order 999 problem payment update billing info http tax-refund-gov com update billing q1e4r7 immediately,1
meeting scheduled thursday at 9 00 am please confirm attendance agenda attached discuss quarterly results team members invited,0
travel booking confirmed sarah jones departure march 30 2024 hotel reserved itinerary attached expenses policy reminder,0
ebay account restricted verify http secure-verify-login com ebay verify b5t8v3 listing suspended payment hold,1
netflix account problem update payment method http paypal-secure-verify net update payment k3j6h9 avoid interruption service,1
free iphone 15 pro selected customer visit http pharma-cheap-meds com free gift a8f3k2 limited stock claim now,1
system maintenance scheduled december 1 2023 3 30 pm downtime expected two hours it team notify users,0
reminder team lunch wednesday 2 00 pm conference room b please rsvp by end of day catering order placed,0
congratulations winner samsung galaxy s24 claim reward visit http win-reward-now net claim p4d2s8 expires midnight act now,1
training session excel advanced scheduled july 8 2024 3 30 pm mandatory attendance hr department contact questions,0
office closure february 20 2024 public holiday staff return january 20 emergency contact david green available,0
training session ai tools scheduled march 30 2024 10 00 am mandatory attendance hr department contact questions,0
inheritance funds 500 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
ebay account restricted verify http lottery-claim-eu com ebay verify m7n4q1 listing suspended payment hold,1
nigerian prince offer 1 000 million usd share inheritance need bank details send reply urgent confidential,1
microsoft windows license expired renew immediately http win-reward-now com renew license q1e4r7 avoid disruption,1
hi sarah jones following up yesterday call regarding horizon let me know thoughts best regards laura,0
contract renewal blue river co expires january 15 2024 please review terms conditions attached sign return legal department,0
apple id locked verify now http prize-claims-centre com apple verify t7m1n5 account security breach detected,1
ebay account restricted verify http prize-claims-centre com ebay verify z2w6y9 listing suspended payment hold,1
inheritance funds 500 million eur unclaimed relative contact lawyer details confirm identity urgent reply,1
forwarded sarah jones global tech january 15 2024 please review attached report gas flow actuals estimated figures enclosed,0
annual leave request david green approved february 20 2024 march 1 cover arranged james team informed,0
monthly report october 2024 attached summary key metrics revenue expenses net profit full breakdown spreadsheet,0
hpl nom november 18th 2023 see attached file hplno 30019 xls hplno 7741 xls,0
paypal notification payment 3 eur pending confirm http lottery-claim-eu org confirm payment t7m1n5 24 hours,1
apple id locked verify now http win-reward-now com apple verify k3j6h9 account security breach detected,1
hi mike brown following up yesterday call regarding phoenix let me know thoughts best regards emily,0
netflix account problem update payment method http netflix-update-billing net update payment xr92lp avoid interruption service,1
nom actual vols wednesday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
congratulations winner 1 000 eur voucher claim reward visit http account-update-portal net claim xr92lp expires 24 hours act now,1
office closure july 8 2024 public holiday staff return march 1 emergency contact anna wilson available,0
new employee onboarding david green joining april 5 2024 desk assigned equipment ordered welcome pack sent,0
congratulations winner samsung galaxy s24 claim reward visit http prize-claims-centre net claim k3j6h9 expires 24 hours act now,1
weekly standup notes july 8 2024 team updates zenith blockers resolved sprint velocity on track,0
hi david green following up yesterday call regarding arc let me know thoughts best regards james,0
new employee onboarding sarah jones joining october 14 2024 desk assigned equipment ordered welcome pack sent,0
lottery winner 500 eur unclaimed prize claim before 24 hours http microsoft-renew-now net lottery v9c3w6 identity verify,1
microsoft windows license expired renew immediately http prize-claims-centre com renew license m7n4q1 avoid disruption,1
it helpdesk ticket 30019 resolved password reset completed please login new credentials expire february 20 2024,0
budget approval request hr fiscal year 2023 total 5 100 eur breakdown attached cfo review required,0
expense report sarah jones march 2024 approved amount 12 000 eur reimbursement processed payroll,0
board meeting minutes march 30 2024 attached action items assigned owners follow up required by april 30,0
it helpdesk ticket 66391 resolved password reset completed please login new credentials expire january 15 2024,0
social security number compromised call immediately 999 federal investigation suspend charges act now,1
bank alert unusual activity detected login immediately http secure tax-refund-gov com login verify p4d2s8 protect account,1
pharmacy online cheap medication no prescription needed visit http apple-id-verify com meds m7n4q1 discreet delivery,1
it helpdesk ticket 88762 resolved password reset completed please login new credentials expire december 1 2023,0
ebay account restricted verify http account-update-portal com ebay verify m7n4q1 listing suspended payment hold,1
supplier invoice 88762 acme corp amount 450 eur approved payment scheduled december 1 2023 finance team,0
dating site 47 messages waiting view profiles free http account-update-portal com date z2w6y9 singles near you,1
it helpdesk ticket 66391 resolved password reset completed please login new credentials expire march 30 2024,0
conference registration confirmed emma hall data privacy gdpr january 15 2024 badge materials collected registration desk,0
performance review john smith scheduled december 1 2023 11 00 am please prepare self assessment form attached hr,0
apple id locked verify now http secure-verify-login com apple verify a8f3k2 account security breach detected,1
compliance audit it scheduled january 15 2024 documents required list attached prepare advance,0
pharmacy online cheap medication no prescription needed visit http google-secure-check com meds xr92lp discreet delivery,1
urgent account suspended verify identity immediately click http www apple-id-verify com verify t7m1n5 account access restored,1
steam account hacked change password immediately http crypto-earn-daily com steam reset q1e4r7 inventory at risk,1
steam account hacked change password immediately http prize-claims-centre com steam reset z2w6y9 inventory at risk,1
it helpdesk ticket 55821 resolved password reset completed please login new credentials expire january 15 2024,0
nom actual vols thursday agree nomination forwarded scheduling enron com liz bellamy szajac enron com subject vols total nominated please review source data,0
pharmacy online cheap medication no prescription needed visit http bank-secure-login com meds k3j6h9 discreet delivery,1
linkedin connection request profile viewed 1234567 times upgrade premium http crypto-earn-daily com premium a8f3k2 discount,1
exclusive deal 1234567 percent off luxury watches rolex omega visit http amazon-order-update com watches v9c3w6 today only,1
tax refund 500 eur owed government claim now http tax-refund-gov gov refund t7m1n5 verify identity bank details,1
enron actuals may thursday estimated actuals flow teco tap receive actuals duke forward confirm,0
hot singles area looking meet tonight register free http netflix-update-billing com singles z2w6y9 no credit card required,1
google account suspicious sign in detected confirm identity http google-secure-check com google verify v9c3w6 now,1
training session cybersecurity awareness scheduled april 5 2024 11 00 am mandatory attendance hr department contact questions,0
tax refund 1 000 eur owed government claim now http bank-secure-login gov refund m7n4q1 verify identity bank details,1
annual leave request julia white approved december 1 2023 january 20 cover arranged nina team informed,0
